Datetime	Temp	Hum	Lux	UVI	Rain	Wind	timemin
2022/04/24:18:30:00	24.8	96	2.5	0	0.0	0.0	1110
2022/04/24:18:35:00	24.8	96	1.3	0	0.0	0.0	1115
2022/04/24:18:40:00	24.7	99	0.0	0	0.0	0.0	1120
2022/04/24:18:45:00	24.6	98	0.0	0	0.0	0.0	1125
2022/04/24:18:50:00	25.0	93	0.0	0	0.0	3.5	1130
2022/04/24:18:55:00	25.3	91	0.0	0	0.0	0.0	1135
2022/04/24:19:00:00	25.4	91	0.0	0	0.0	0.0	1140
2022/04/24:19:05:00	25.4	91	0.0	0	0.0	0.0	1145
2022/04/24:19:10:00	25.4	91	0.0	0	0.0	0.0	1150
2022/04/24:19:15:00	25.3	91	0.0	0	0.0	0.0	1155
2022/04/24:19:20:00	25.2	91	0.0	0	0.0	0.0	1160
2022/04/24:19:25:00	25.3	91	0.0	0	0.0	0.0	1165
2022/04/24:19:30:00	25.5	90	0.0	0	0.0	0.0	1170
2022/04/24:19:35:00	25.6	91	0.0	0	0.0	0.0	1175
2022/04/24:19:40:00	25.4	91	0.0	0	0.0	0.0	1180
2022/04/24:19:45:00	25.6	90	0.0	0	0.0	0.0	1185
2022/04/24:19:50:00	25.7	90	0.0	0	0.0	0.0	1190
2022/04/24:19:55:00	25.3	91	0.0	0	0.0	0.0	1195
2022/04/24:20:00:00	25.0	92	0.0	0	0.0	0.0	1200
2022/04/24:20:05:00	24.8	93	0.0	0	0.0	0.0	1205
2022/04/24:20:10:00	24.6	94	0.0	0	0.0	0.0	1210
2022/04/24:20:15:00	24.5	94	0.0	0	0.0	0.0	1215
2022/04/24:20:20:00	24.5	94	0.0	0	0.0	0.0	1220
2022/04/24:20:25:00	24.6	94	0.0	0	0.0	0.0	1225
2022/04/24:20:30:00	24.6	94	0.0	0	0.0	0.0	1230
2022/04/24:20:35:00	24.6	94	0.0	0	0.0	0.0	1235
2022/04/24:20:40:00	24.5	94	0.0	0	0.0	0.0	1240
2022/04/24:20:45:00	24.5	94	0.0	0	0.0	0.0	1245
2022/04/24:20:50:00	24.7	93	0.0	0	0.0	0.0	1250
2022/04/24:20:55:00	24.9	92	0.0	0	0.0	0.0	1255
2022/04/24:21:00:00	25.2	91	0.0	0	0.0	0.0	1260
2022/04/24:21:05:00	25.1	92	0.0	0	0.0	0.0	1265
2022/04/24:21:10:00	24.4	95	0.0	0	0.0	0.0	1270
2022/04/24:21:15:00	24.2	96	0.0	0	0.0	0.0	1275
2022/04/24:21:20:00	24.2	96	0.0	0	0.0	0.0	1280
2022/04/24:21:25:00	24.5	94	0.0	0	0.0	0.0	1285
2022/04/24:21:30:00	24.7	94	0.0	0	0.0	0.0	1290
2022/04/24:21:35:00	24.7	94	0.0	0	0.0	0.0	1295
2022/04/24:21:40:00	25.1	92	0.0	0	0.0	0.0	1300
2022/04/24:21:45:00	25.2	92	0.0	0	0.0	0.0	1305
2022/04/24:21:50:00	25.3	92	0.0	0	0.0	0.0	1310
2022/04/24:21:55:00	25.2	92	0.0	0	0.0	0.0	1315
2022/04/24:22:00:00	24.9	94	0.0	0	0.0	0.0	1320
2022/04/24:22:05:00	24.7	94	0.0	0	0.0	0.0	1325
2022/04/24:22:10:00	24.6	94	0.0	0	0.0	0.0	1330
2022/04/24:22:15:00	24.7	95	0.0	0	0.0	0.0	1335
2022/04/24:22:20:00	24.6	95	0.0	0	0.0	0.0	1340
2022/04/24:22:25:00	24.6	95	0.0	0	0.0	0.0	1345
2022/04/24:22:30:00	24.4	96	0.0	0	0.0	0.0	1350
2022/04/24:22:35:00	24.6	95	0.0	0	0.0	0.0	1355
2022/04/24:22:40:00	24.6	96	0.0	0	0.0	0.0	1360
2022/04/24:22:45:00	24.4	96	0.0	0	0.0	0.0	1365
2022/04/24:22:50:00	24.2	97	0.0	0	0.0	0.0	1370
2022/04/24:22:55:00	24.4	97	0.0	0	0.0	0.0	1375
2022/04/24:23:00:00	24.4	97	0.0	0	0.0	0.0	1380
2022/04/24:23:05:00	24.3	97	0.0	0	0.0	0.0	1385
2022/04/24:23:10:00	24.3	98	0.0	0	0.0	0.0	1390
2022/04/24:23:15:00	24.3	99	0.0	0	0.0	0.0	1395
2022/04/24:23:20:00	24.0	99	0.0	0	0.0	0.0	1400
2022/04/24:23:25:00	23.8	99	0.0	0	0.0	0.0	1405
2022/04/24:23:30:00	23.8	99	0.0	0	0.0	0.0	1410
2022/04/24:23:35:00	23.8	99	0.0	0	0.0	0.0	1415
2022/04/24:23:40:00	23.9	99	0.0	0	0.0	0.0	1420
2022/04/24:23:45:00	23.8	99	0.0	0	0.0	0.0	1425
2022/04/24:23:50:00	23.7	99	0.0	0	0.0	0.0	1430
2022/04/24:23:55:00	23.6	99	0.0	0	0.0	0.0	1435
2022/04/25:00:00:00	23.7	99	0.0	0	0.0	0.0	0
2022/04/25:00:05:00	23.8	99	0.0	0	0.0	0.0	5
2022/04/25:00:10:00	23.8	99	0.0	0	0.0	0.0	10
2022/04/25:00:15:00	23.7	99	0.0	0	0.0	0.0	15
2022/04/25:00:20:00	23.7	99	0.0	0	0.0	0.0	20
2022/04/25:00:25:00	23.5	99	0.0	0	0.0	0.0	25
2022/04/25:00:30:00	23.5	99	0.0	0	0.0	0.0	30
2022/04/25:00:35:00	23.7	99	0.0	0	0.0	1.8	35
2022/04/25:00:40:00	23.8	99	0.0	0	0.0	1.8	40
2022/04/25:00:45:00	23.8	99	0.0	0	0.0	1.8	45
2022/04/25:00:50:00	23.8	99	0.0	0	0.0	0.0	50
2022/04/25:00:55:00	23.7	99	0.0	0	0.0	0.0	55
2022/04/25:01:00:00	23.7	99	0.0	0	0.0	0.0	60
2022/04/25:01:05:00	23.5	99	0.0	0	0.0	0.0	65
2022/04/25:01:10:00	23.3	99	0.0	0	0.0	0.0	70
2022/04/25:01:15:00	23.3	99	0.0	0	0.0	0.0	75
2022/04/25:01:20:00	23.3	99	0.0	0	0.0	0.0	80
2022/04/25:01:25:00	23.2	99	0.0	0	0.0	0.0	85
2022/04/25:01:30:00	23.1	99	0.0	0	0.0	0.0	90
2022/04/25:01:35:00	23.1	99	0.0	0	0.0	0.0	95
2022/04/25:01:40:00	23.1	99	0.0	0	0.0	0.0	100
2022/04/25:01:45:00	23.1	99	0.0	0	0.0	0.0	105
2022/04/25:01:50:00	23.2	99	0.0	0	0.0	1.8	110
2022/04/25:01:55:00	23.3	99	0.0	0	0.0	1.8	115
2022/04/25:02:00:00	23.3	99	0.0	0	0.0	0.0	120
2022/04/25:02:05:00	23.4	99	0.0	0	0.0	0.0	125
2022/04/25:02:10:00	23.3	99	0.0	0	0.0	0.0	130
2022/04/25:02:15:00	23.4	99	0.0	0	0.0	0.0	135
2022/04/25:02:20:00	23.4	99	0.0	0	0.0	0.0	140
2022/04/25:02:25:00	23.3	99	0.0	0	0.0	0.0	145
2022/04/25:02:30:00	23.2	99	0.0	0	0.0	0.0	150
2022/04/25:02:35:00	23.0	99	0.0	0	0.0	0.0	155
2022/04/25:02:40:00	23.0	99	0.0	0	0.0	0.0	160
2022/04/25:02:45:00	23.1	99	0.0	0	0.0	0.0	165
2022/04/25:02:50:00	23.2	99	0.0	0	0.0	0.0	170
2022/04/25:02:55:00	23.3	99	0.0	0	0.0	0.0	175
2022/04/25:03:00:00	23.2	99	0.0	0	0.0	0.0	180
2022/04/25:03:05:00	23.1	99	0.0	0	0.0	0.0	185
2022/04/25:03:10:00	23.1	99	0.0	0	0.0	0.0	190
2022/04/25:03:15:00	23.2	99	0.0	0	0.0	0.0	195
2022/04/25:03:20:00	23.2	99	0.0	0	0.0	0.0	200
2022/04/25:03:25:00	23.2	99	0.0	0	0.0	0.0	205
2022/04/25:03:30:00	23.1	99	0.0	0	0.0	0.0	210
2022/04/25:03:35:00	23.1	99	0.0	0	0.0	0.0	215
2022/04/25:03:40:00	23.0	99	0.0	0	0.0	0.0	220
2022/04/25:03:45:00	23.0	99	0.0	0	0.0	0.0	225
2022/04/25:03:50:00	23.1	99	0.0	0	0.0	0.0	230
2022/04/25:03:55:00	23.0	99	0.0	0	0.0	0.0	235
2022/04/25:04:00:00	22.9	99	0.0	0	0.0	0.0	240
2022/04/25:04:05:00	22.8	99	0.0	0	0.0	0.0	245
2022/04/25:04:10:00	22.8	99	0.0	0	0.0	0.0	250
2022/04/25:04:15:00	22.9	99	0.0	0	0.0	0.0	255
2022/04/25:04:20:00	22.9	99	0.0	0	0.0	0.0	260
2022/04/25:04:25:00	23.0	99	0.0	0	0.0	0.0	265
2022/04/25:04:30:00	23.1	99	0.0	0	0.0	0.0	270
2022/04/25:04:35:00	23.1	99	0.0	0	0.0	0.0	275
2022/04/25:04:40:00	23.2	99	0.0	0	0.0	0.0	280
2022/04/25:04:45:00	23.3	99	0.0	0	0.0	0.0	285
2022/04/25:04:50:00	23.3	99	0.0	0	0.0	0.0	290
2022/04/25:04:55:00	23.2	99	0.0	0	0.0	0.0	295
2022/04/25:05:00:00	23.2	99	0.0	0	0.0	0.0	300
2022/04/25:05:05:00	23.2	99	0.0	0	0.0	0.0	305
2022/04/25:05:10:00	23.2	99	0.0	0	0.0	0.0	310
2022/04/25:05:15:00	23.3	99	0.0	0	0.0	0.0	315
2022/04/25:05:20:00	23.2	99	0.0	0	0.0	0.0	320
2022/04/25:05:25:00	23.2	99	0.0	0	0.0	0.0	325
2022/04/25:05:30:00	23.1	99	0.0	0	0.0	0.0	330
2022/04/25:05:35:00	23.1	99	0.0	0	0.0	0.0	335
2022/04/25:05:40:00	23.1	99	0.0	0	0.0	0.0	340
2022/04/25:05:45:00	23.1	99	0.0	0	0.0	0.0	345
2022/04/25:05:50:00	23.0	99	1.3	0	0.0	0.0	350
2022/04/25:05:55:00	23.0	99	5.1	0	0.0	0.0	355
2022/04/25:06:00:00	22.9	99	22.8	0	0.0	0.0	360
2022/04/25:06:05:00	22.9	99	101.4	0	0.0	0.0	365
2022/04/25:06:10:00	22.8	99	198.9	0	0.0	0.0	370
2022/04/25:06:15:00	22.8	99	497.9	0	0.0	0.0	375
2022/04/25:06:20:00	22.9	99	937.6	0	0.0	0.0	380
2022/04/25:06:25:00	23.0	99	1317.7	0	0.0	0.0	385
2022/04/25:06:30:00	23.1	99	1860.0	0	0.0	0.0	390
2022/04/25:06:35:00	23.2	99	2493.5	0	0.0	0.0	395
2022/04/25:06:40:00	23.3	99	2947.0	0	0.0	0.0	400
2022/04/25:06:45:00	23.3	99	3467.8	0	0.0	0.0	405
2022/04/25:06:50:00	23.6	99	4008.8	0	0.0	0.0	410
2022/04/25:06:55:00	23.9	99	4509.3	0	0.0	0.0	415
2022/04/25:07:00:00	24.1	99	5152.9	0	0.0	0.0	420
2022/04/25:07:05:00	24.4	99	5668.6	0	0.0	0.0	425
2022/04/25:07:10:00	24.7	97	6366.7	0	0.0	0.0	430
2022/04/25:07:15:00	25.1	98	6883.6	0	0.0	0.0	435
2022/04/25:07:20:00	25.3	97	7609.6	0	0.0	0.0	440
2022/04/25:07:25:00	25.7	97	8154.4	0	0.0	0.0	445
2022/04/25:07:30:00	26.1	97	9069.2	0	0.0	0.0	450
2022/04/25:07:35:00	26.4	94	10389.4	0	0.0	0.0	455
2022/04/25:07:40:00	26.7	93	12235.4	0	0.0	1.8	460
2022/04/25:07:45:00	26.9	91	14067.5	1	0.0	1.8	465
2022/04/25:07:50:00	27.2	91	15779.2	1	0.0	0.0	470
2022/04/25:07:55:00	27.7	90	17905.2	1	0.0	0.0	475
2022/04/25:08:00:00	28.0	92	19880.5	1	0.0	0.0	480
2022/04/25:08:05:00	28.2	90	23416.7	1	0.0	0.0	485
2022/04/25:08:10:00	28.2	86	27629.5	2	0.0	1.8	490
2022/04/25:08:15:00	28.3	88	32328.8	2	0.0	1.8	495
2022/04/25:08:20:00	28.5	88	34577.7	2	0.0	0.0	500
2022/04/25:08:25:00	28.7	85	40940.6	3	0.0	1.8	505
2022/04/25:08:30:00	28.8	87	43024.8	3	0.0	1.8	510
2022/04/25:08:35:00	29.1	86	43902.8	3	0.0	0.0	515
2022/04/25:08:40:00	29.2	85	47085.5	3	0.0	0.0	520
2022/04/25:08:45:00	29.3	84	50141.5	3	0.0	0.0	525
2022/04/25:08:50:00	29.5	83	51512.4	3	0.0	1.8	530
2022/04/25:08:55:00	29.7	83	51203.3	3	0.0	3.5	535
2022/04/25:09:00:00	29.2	83	53900.7	4	0.0	3.5	540
2022/04/25:09:05:00	29.1	84	55242.5	4	0.0	3.5	545
2022/04/25:09:10:00	29.1	83	62707.6	4	0.0	3.5	550
2022/04/25:09:15:00	28.9	84	64970.5	4	0.0	1.8	555
2022/04/25:09:20:00	29.4	81	65770.0	5	0.0	3.5	560
2022/04/25:09:25:00	29.4	80	69763.6	5	0.0	5.5	565
2022/04/25:09:30:00	29.6	81	76324.1	5	0.0	1.8	570
2022/04/25:09:35:00	30.0	80	84111.1	6	0.0	0.0	575
2022/04/25:09:40:00	30.3	78	79283.8	6	0.0	3.5	580
2022/04/25:09:45:00	29.6	80	75334.6	5	0.0	5.5	585
2022/04/25:09:50:00	28.9	81	21915.3	1	0.0	1.8	590
2022/04/25:09:55:00	28.6	82	24621.6	1	0.0	1.8	595
2022/04/25:10:00:00	28.5	82	79235.6	6	0.0	3.5	600
2022/04/25:10:05:00	28.4	83	38741.1	2	0.0	5.5	605
2022/04/25:10:10:00	28.4	83	93727.6	7	0.0	7.2	610
2022/04/25:10:15:00	29.0	81	97846.6	7	0.0	7.2	615
2022/04/25:10:20:00	29.4	80	95968.9	7	0.0	5.5	620
2022/04/25:10:25:00	29.8	80	93272.7	7	0.0	7.2	625
2022/04/25:10:30:00	30.3	79	92558.2	7	0.0	9.3	630
2022/04/25:10:35:00	29.7	79	93874.6	7	0.0	9.3	635
2022/04/25:10:40:00	29.6	80	96203.3	7	0.0	5.5	640
2022/04/25:10:45:00	29.6	80	96161.5	7	0.0	7.2	645
2022/04/25:10:50:00	29.8	80	96540.3	7	0.0	7.2	650
2022/04/25:10:55:00	30.2	79	97695.8	7	0.0	5.5	655
2022/04/25:11:00:00	30.2	81	103413.8	7	0.0	5.5	660
2022/04/25:11:05:00	30.5	78	105522.1	8	0.0	9.3	665
2022/04/25:11:10:00	30.0	80	105048.2	8	0.0	7.2	670
2022/04/25:11:15:00	29.9	80	98970.4	7	0.0	5.5	675
2022/04/25:11:20:00	30.0	78	100146.2	7	0.0	11.1	680
2022/04/25:11:25:00	29.2	80	100768.3	7	0.0	11.1	685
2022/04/25:11:30:00	29.2	81	100911.5	7	0.0	7.2	690
2022/04/25:11:35:00	29.5	79	100371.7	7	0.0	9.3	695
2022/04/25:11:40:00	29.7	79	100245.0	7	0.0	5.5	700
2022/04/25:11:45:00	30.1	79	101239.6	7	0.0	7.2	705
2022/04/25:11:50:00	30.0	79	102810.7	7	0.0	9.3	710
2022/04/25:11:55:00	29.6	80	102398.9	7	0.0	13.0	715
2022/04/25:12:00:00	29.7	80	100242.5	7	0.0	7.2	720
2022/04/25:12:05:00	29.8	79	102137.9	7	0.0	13.0	725
2022/04/25:12:10:00	29.7	79	102092.3	7	0.0	16.6	730
2022/04/25:12:15:00	29.8	80	103042.6	7	0.0	7.2	735
2022/04/25:12:20:00	30.1	80	105775.5	8	0.0	9.3	740
2022/04/25:12:25:00	30.2	79	103630.5	7	0.0	9.3	745
2022/04/25:12:30:00	29.9	79	104816.4	8	0.0	9.3	750
2022/04/25:12:35:00	29.7	81	103311.2	7	0.0	13.0	755
2022/04/25:12:40:00	29.7	79	104247.5	8	0.0	9.3	760
2022/04/25:12:45:00	29.7	79	103967.5	7	0.0	7.2	765
2022/04/25:12:50:00	29.8	80	112455.1	8	0.0	9.3	770
2022/04/25:12:55:00	30.1	79	105443.5	8	0.0	7.2	775
2022/04/25:13:00:00	30.2	77	105401.7	8	0.0	7.2	780
2022/04/25:13:05:00	30.2	78	103568.4	7	0.0	7.2	785
2022/04/25:13:10:00	30.1	78	103502.5	7	0.0	5.5	790
2022/04/25:13:15:00	30.2	76	103045.1	7	0.0	11.1	795
2022/04/25:13:20:00	30.2	77	103301.0	7	0.0	9.3	800
2022/04/25:13:25:00	30.1	78	101672.9	7	0.0	16.6	805
2022/04/25:13:30:00	29.9	78	100237.4	7	0.0	13.0	810
2022/04/25:13:35:00	29.7	78	98774.1	7	0.0	13.0	815
2022/04/25:13:40:00	29.8	78	97922.6	7	0.0	9.3	820
2022/04/25:13:45:00	29.8	77	97114.3	7	0.0	9.3	825
2022/04/25:13:50:00	29.7	79	103137.6	7	0.0	5.5	830
2022/04/25:13:55:00	29.6	80	97779.5	7	0.0	7.2	835
2022/04/25:14:00:00	29.5	78	95248.0	7	0.0	9.3	840
2022/04/25:14:05:00	29.9	78	92080.5	7	0.0	7.2	845
2022/04/25:14:10:00	30.1	76	91529.3	7	0.0	9.3	850
2022/04/25:14:15:00	30.0	76	90308.0	6	0.0	14.8	855
2022/04/25:14:20:00	29.8	78	88771.1	6	0.0	11.1	860
2022/04/25:14:25:00	29.6	78	87758.8	6	0.0	9.3	865
2022/04/25:14:30:00	29.3	78	86504.4	6	0.0	11.1	870
2022/04/25:14:35:00	29.4	78	84880.1	6	0.0	14.8	875
2022/04/25:14:40:00	29.6	78	84957.4	6	0.0	7.2	880
2022/04/25:14:45:00	29.6	77	85106.9	6	0.0	13.0	885
2022/04/25:14:50:00	29.8	76	79809.6	6	0.0	16.6	890
2022/04/25:14:55:00	29.4	78	77977.5	5	0.0	11.1	895
2022/04/25:15:00:00	29.6	76	76302.5	5	0.0	11.1	900
2022/04/25:15:05:00	29.5	77	73104.6	5	0.0	5.5	905
2022/04/25:15:10:00	29.5	76	68215.3	5	0.0	9.3	910
2022/04/25:15:15:00	29.1	79	42293.7	3	0.0	7.2	915
2022/04/25:15:20:00	28.9	80	23198.8	1	0.0	5.5	920
2022/04/25:15:25:00	28.5	80	24062.9	1	0.0	3.5	925
2022/04/25:15:30:00	28.3	82	18118.1	1	0.0	0.0	930
2022/04/25:15:35:00	28.2	82	18428.5	1	0.0	1.8	935
2022/04/25:15:40:00	28.1	82	20114.9	1	0.0	3.5	940
2022/04/25:15:45:00	28.1	84	21280.5	1	0.0	0.0	945
2022/04/25:15:50:00	28.2	83	20840.9	1	0.0	0.0	950
2022/04/25:15:55:00	28.3	82	21664.4	1	0.0	1.8	955
2022/04/25:16:00:00	28.3	82	20462.1	1	0.0	1.8	960
2022/04/25:16:05:00	28.3	83	22291.6	1	0.0	1.8	965
2022/04/25:16:10:00	28.2	82	21431.3	1	0.0	1.8	970
2022/04/25:16:15:00	28.1	82	37242.2	2	0.0	3.5	975
2022/04/25:16:20:00	28.1	82	20805.4	1	0.0	3.5	980
2022/04/25:16:25:00	27.7	87	16021.2	1	0.0	5.5	985
2022/04/25:16:30:00	27.2	89	14897.4	1	0.0	3.5	990
2022/04/25:16:35:00	27.0	90	12729.5	0	0.0	7.2	995
2022/04/25:16:40:00	26.7	91	9279.5	0	0.0	11.1	1000
2022/04/25:16:45:00	26.4	91	11500.6	0	0.0	9.3	1005
2022/04/25:16:50:00	26.3	92	11401.7	0	0.0	7.2	1010
2022/04/25:16:55:00	26.1	93	12937.3	0	0.0	11.1	1015
2022/04/25:17:00:00	26.0	92	18559.0	1	0.0	11.1	1020
2022/04/25:17:05:00	26.1	93	18019.3	1	0.0	7.2	1025
2022/04/25:17:10:00	26.2	92	17052.6	1	0.0	7.2	1030
2022/04/25:17:15:00	26.2	93	14811.2	1	0.0	3.5	1035
2022/04/25:17:20:00	26.2	92	11884.5	0	0.0	3.5	1040
2022/04/25:17:25:00	26.3	92	8677.7	0	0.0	3.5	1045
2022/04/25:17:30:00	26.2	92	6204.5	0	0.0	3.5	1050
2022/04/25:17:35:00	26.0	92	4326.8	0	0.0	5.5	1055
2022/04/25:17:40:00	25.8	94	4273.6	0	0.0	0.0	1060
2022/04/25:17:45:00	25.8	93	3405.7	0	0.0	1.8	1065
2022/04/25:17:50:00	25.8	94	3004.1	0	0.0	0.0	1070
2022/04/25:17:55:00	25.8	93	1626.8	0	0.0	1.8	1075
2022/04/25:18:00:00	25.7	95	926.2	0	0.0	0.0	1080
2022/04/25:18:05:00	25.7	95	523.3	0	0.0	0.0	1085
2022/04/25:18:10:00	25.7	95	225.5	0	0.0	0.0	1090
2022/04/25:18:15:00	25.6	94	116.6	0	0.0	0.0	1095
2022/04/25:18:20:00	25.6	96	45.6	0	0.0	0.0	1100
2022/04/25:18:25:00	25.3	98	10.1	0	0.0	0.0	1105
2022/04/25:18:30:00	25.2	98	2.5	0	0.0	0.0	1110
2022/04/25:18:35:00	25.2	99	0.0	0	0.0	0.0	1115
2022/04/25:18:40:00	24.9	99	0.0	0	0.0	0.0	1120
2022/04/25:18:45:00	24.8	99	0.0	0	0.0	0.0	1125
2022/04/25:18:50:00	24.7	99	0.0	0	0.0	0.0	1130
2022/04/25:18:55:00	24.7	99	0.0	0	0.0	0.0	1135
2022/04/25:19:00:00	24.5	99	0.0	0	0.0	0.0	1140
2022/04/25:19:05:00	24.3	99	0.0	0	0.0	0.0	1145
2022/04/25:19:10:00	24.3	99	0.0	0	0.0	0.0	1150
2022/04/25:19:15:00	24.2	99	0.0	0	0.0	0.0	1155
2022/04/25:19:20:00	24.3	98	0.0	0	0.0	0.0	1160
2022/04/25:19:25:00	24.4	98	0.0	0	0.0	0.0	1165
2022/04/25:19:30:00	24.3	98	0.0	0	0.0	0.0	1170
2022/04/25:19:35:00	24.3	98	0.0	0	0.0	1.8	1175
2022/04/25:19:40:00	24.4	98	0.0	0	0.0	0.0	1180
2022/04/25:19:45:00	24.3	98	0.0	0	0.0	0.0	1185
2022/04/25:19:50:00	24.3	98	0.0	0	0.0	0.0	1190
2022/04/25:19:55:00	24.2	99	0.0	0	0.0	0.0	1195
2022/04/25:20:00:00	24.1	99	0.0	0	0.0	0.0	1200
2022/04/25:20:05:00	24.1	99	0.0	0	0.0	0.0	1205
2022/04/25:20:10:00	24.0	99	0.0	0	0.0	0.0	1210
2022/04/25:20:15:00	23.9	99	0.0	0	0.0	0.0	1215
2022/04/25:20:20:00	23.9	99	0.0	0	0.0	0.0	1220
2022/04/25:20:25:00	23.8	99	0.0	0	0.0	0.0	1225
2022/04/25:20:30:00	23.7	99	0.0	0	0.0	0.0	1230
2022/04/25:20:35:00	23.7	99	0.0	0	0.0	0.0	1235
2022/04/25:20:40:00	23.7	99	0.0	0	0.0	0.0	1240
2022/04/25:20:45:00	23.6	99	0.0	0	0.0	0.0	1245
2022/04/25:20:50:00	23.8	99	0.0	0	0.0	0.0	1250
2022/04/25:20:55:00	24.0	99	0.0	0	0.0	0.0	1255
2022/04/25:21:00:00	24.0	99	0.0	0	0.0	0.0	1260
2022/04/25:21:05:00	23.8	99	0.0	0	0.0	0.0	1265
2022/04/25:21:10:00	23.8	99	0.0	0	0.0	0.0	1270
2022/04/25:21:15:00	23.7	99	0.0	0	0.0	0.0	1275
2022/04/25:21:20:00	23.6	99	0.0	0	0.0	0.0	1280
2022/04/25:21:25:00	23.7	99	0.0	0	0.0	0.0	1285
2022/04/25:21:30:00	23.7	99	0.0	0	0.0	0.0	1290
2022/04/25:21:35:00	23.7	99	0.0	0	0.0	0.0	1295
2022/04/25:21:40:00	23.6	99	0.0	0	0.0	0.0	1300
2022/04/25:21:45:00	23.7	99	0.0	0	0.0	0.0	1305
2022/04/25:21:50:00	23.6	99	0.0	0	0.0	0.0	1310
2022/04/25:21:55:00	23.6	99	0.0	0	0.0	0.0	1315
2022/04/25:22:00:00	23.7	99	0.0	0	0.0	0.0	1320
2022/04/25:22:05:00	24.0	98	0.0	0	0.0	0.0	1325
2022/04/25:22:10:00	24.2	98	0.0	0	0.0	0.0	1330
2022/04/25:22:15:00	24.1	98	0.0	0	0.0	0.0	1335
2022/04/25:22:20:00	23.9	99	0.0	0	0.0	0.0	1340
2022/04/25:22:25:00	23.7	99	0.0	0	0.0	0.0	1345
2022/04/25:22:30:00	23.7	99	0.0	0	0.0	0.0	1350
2022/04/25:22:35:00	23.6	99	0.0	0	0.0	0.0	1355
2022/04/25:22:40:00	23.8	99	0.0	0	0.0	0.0	1360
2022/04/25:22:45:00	24.1	98	0.0	0	0.0	0.0	1365
2022/04/25:22:50:00	24.2	99	0.0	0	0.0	0.0	1370
2022/04/25:22:55:00	24.2	99	0.0	0	0.0	0.0	1375
2022/04/25:23:00:00	24.1	99	0.0	0	0.0	0.0	1380
2022/04/25:23:05:00	23.8	99	0.0	0	0.0	0.0	1385
2022/04/25:23:10:00	23.7	99	0.0	0	0.0	0.0	1390
2022/04/25:23:15:00	23.8	98	0.0	0	0.0	0.0	1395
2022/04/25:23:20:00	23.9	98	0.0	0	0.0	0.0	1400
2022/04/25:23:25:00	23.9	98	0.0	0	0.0	1.8	1405
2022/04/25:23:30:00	24.1	97	0.0	0	0.0	1.8	1410
2022/04/25:23:35:00	24.1	97	0.0	0	0.0	0.0	1415
2022/04/25:23:40:00	24.0	97	0.0	0	0.0	0.0	1420
2022/04/25:23:45:00	24.1	96	0.0	0	0.0	0.0	1425
2022/04/25:23:50:00	24.2	96	0.0	0	0.0	0.0	1430
2022/04/25:23:55:00	24.2	97	0.0	0	0.0	0.0	1435
2022/04/26:00:00:00	24.2	96	0.0	0	0.0	0.0	0
2022/04/26:00:05:00	24.2	96	0.0	0	0.0	0.0	5
2022/04/26:00:10:00	24.2	96	0.0	0	0.0	0.0	10
2022/04/26:00:15:00	23.9	97	0.0	0	0.0	0.0	15
2022/04/26:00:20:00	24.1	97	0.0	0	0.0	0.0	20
2022/04/26:00:25:00	23.9	97	0.0	0	0.0	1.8	25
2022/04/26:00:30:00	23.8	97	0.0	0	0.0	1.8	30
2022/04/26:00:35:00	23.9	97	0.0	0	0.0	0.0	35
2022/04/26:00:40:00	23.9	98	0.0	0	0.0	0.0	40
2022/04/26:00:45:00	23.8	98	0.0	0	0.0	0.0	45
2022/04/26:00:50:00	23.9	98	0.0	0	0.0	0.0	50
2022/04/26:00:55:00	24.0	98	0.0	0	0.0	0.0	55
2022/04/26:01:00:00	24.1	97	0.0	0	0.0	0.0	60
2022/04/26:01:05:00	23.9	98	0.0	0	0.0	0.0	65
2022/04/26:01:10:00	23.8	98	0.0	0	0.0	0.0	70
2022/04/26:01:15:00	23.9	98	0.0	0	0.0	0.0	75
2022/04/26:01:20:00	23.8	98	0.0	0	0.0	0.0	80
2022/04/26:01:25:00	23.7	98	0.0	0	0.0	0.0	85
2022/04/26:01:30:00	23.7	98	0.0	0	0.0	1.8	90
2022/04/26:01:35:00	23.7	98	0.0	0	0.0	1.8	95
2022/04/26:01:40:00	23.8	98	0.0	0	0.0	1.8	100
2022/04/26:01:45:00	23.8	98	0.0	0	0.0	1.8	105
2022/04/26:01:50:00	24.0	97	0.0	0	0.0	1.8	110
2022/04/26:01:55:00	24.1	97	0.0	0	0.0	1.8	115
2022/04/26:02:00:00	24.0	98	0.0	0	0.0	1.8	120
2022/04/26:02:05:00	23.7	99	0.0	0	0.0	0.0	125
2022/04/26:02:10:00	23.7	99	0.0	0	0.0	0.0	130
2022/04/26:02:15:00	23.8	99	0.0	0	0.0	0.0	135
2022/04/26:02:20:00	23.7	99	0.0	0	0.0	0.0	140
2022/04/26:02:25:00	23.7	99	0.0	0	0.0	0.0	145
2022/04/26:02:30:00	23.7	99	0.0	0	0.0	0.0	150
2022/04/26:02:35:00	23.5	99	0.0	0	0.0	0.0	155
2022/04/26:02:40:00	23.3	99	0.0	0	0.0	0.0	160
2022/04/26:02:45:00	23.3	99	0.0	0	0.0	0.0	165
2022/04/26:02:50:00	23.3	99	0.0	0	0.0	0.0	170
2022/04/26:02:55:00	23.3	99	0.0	0	0.0	0.0	175
